,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:1901681,MF,GO:1901681,sulfur compound binding,10/1956,41/26733,0.24390243902439,3.33345802783181,4.20123674136047,0.000589226575712959,0.00489511309053843,0.00326817979241601,AT1G02920/AT1G02930/AT4G02520/AT1G17170/AT2G02930/AT1G02940/AT5G17380/AT1G78380/AT4G27780/AT1G75270,10
GO:0016829,MF,GO:0016829,lyase activity,43/1956,350/26733,0.122857142857143,1.67911042944785,3.5932557124606,0.000597916765791217,0.0049044311928191,0.00327440094257416,AT2G30770/AT3G44300/AT3G26830/AT1G01480/AT4G26200/AT1G79680/AT1G61120/AT5G17330/AT5G22300/AT2G02010/AT2G38860/AT2G28210/AT3G51430/AT2G28760/AT1G48605/AT1G27980/AT3G44720/AT5G15950/AT5G10300/AT3G54640/AT4G13280/AT2G04400/AT5G62180/AT1G25220/AT1G34060/AT5G05730/AT3G14990/AT3G14460/AT1G76150/AT4G34710/AT5G26030/AT3G46440/AT2G02220/AT3G06860/AT4G27070/AT2G39780/AT4G16210/AT1G53310/AT4G26970/AT3G16050/AT2G31955/AT1G16540/AT1G58180,43
GO:0019787,MF,GO:0019787,ubiquitin-like protein transferase activity,55/1956,490/26733,0.112244897959184,1.53407099035933,3.35247910308281,0.00105003913733568,0.00791192280225021,0.00528232662723333,AT3G61390/AT1G05880/AT5G65500/AT3G10815/AT1G01680/AT5G67340/AT2G35000/AT5G10380/AT5G27420/AT5G09800/AT5G37490/AT4G23450/AT4G19700/AT5G24870/AT3G11840/AT1G14200/AT4G11370/AT1G67800/AT4G21980/AT5G61560/AT5G65200/AT1G76390/AT3G17000/AT5G63970/AT1G66160/AT5G10650/AT4G22820/AT3G08690/AT4G14220/AT2G35930/AT5G64660/AT1G60190/AT1G18910/AT5G66070/AT3G05200/AT1G79380/AT2G37150/AT3G19910/AT1G21410/AT1G20780/AT5G65920/AT5G01980/AT3G13430/AT1G54210/AT3G15580/AT5G45100/AT1G79110/AT5G20910/AT1G01660/AT5G22000/AT4G28270/AT2G30580/AT5G53300/AT3G53410/AT3G46620,55
GO:0004467,MF,GO:0004467,long-chain fatty acid-CoA ligase activity,5/1956,12/26733,0.416666666666667,5.69465746421268,4.57029223680911,0.00106802753853725,0.00795496373531193,0.00531106253283496,AT5G27600/AT1G64400/AT4G23850/AT3G05970/AT2G04350,5
GO:0016877,MF,GO:0016877,ligase activity, forming carbon-sulfur bonds,11/1956,52/26733,0.211538461538462,2.89113378952336,3.83529404225092,0.0011516357437989,0.00848022684070101,0.00566174988877211,AT5G27600/AT4G21980/AT3G21230/AT5G45900/AT1G64400/AT4G23850/AT3G05970/AT5G55130/AT3G15580/AT2G04350/AT3G07525,11
GO:0005217,MF,GO:0005217,intracellular ligand-gated monoatomic ion channel activity,7/1956,24/26733,0.291666666666667,3.98626022494888,4.11225699131656,0.00126708678879188,0.00913367723207495,0.00609802037424107,AT5G11210/AT5G48410/AT5G48400/AT2G29110/AT2G29100/AT2G29120/AT3G07520,7
GO:0031072,MF,GO:0031072,heat shock protein binding,10/1956,45/26733,0.222222222222222,3.0371506475801,3.84279467099024,0.00128266146314633,0.00913367723207495,0.00609802037424107,AT1G09080/AT5G02490/AT5G42020/AT3G12580/AT3G09350/AT3G62600/AT3G09440/AT5G22060/AT5G28540/AT4G12400,10
GO:0016755,MF,GO:0016755,aminoacyltransferase activity,55/1956,498/26733,0.110441767068273,1.50942727967083,3.2242753699368,0.00151635986544862,0.010565604223771,0.00705403400904791,AT3G61390/AT1G05880/AT5G65500/AT3G10815/AT1G01680/AT5G67340/AT2G35000/AT5G10380/AT5G27420/AT5G09800/AT5G37490/AT4G23450/AT4G19700/AT5G24870/AT3G11840/AT1G14200/AT4G11370/AT1G67800/AT4G21980/AT5G61560/AT5G65200/AT1G76390/AT3G17000/AT5G63970/AT1G66160/AT5G10650/AT4G22820/AT3G08690/AT4G14220/AT2G35930/AT5G64660/AT1G60190/AT1G18910/AT5G66070/AT3G05200/AT1G79380/AT2G37150/AT3G19910/AT1G21410/AT1G20780/AT5G65920/AT5G01980/AT3G13430/AT1G54210/AT3G15580/AT5G45100/AT1G79110/AT5G20910/AT1G01660/AT5G22000/AT4G28270/AT2G30580/AT5G53300/AT3G53410/AT3G46620,55
GO:0015144,MF,GO:0015144,carbohydrate transmembrane transporter activity,15/1956,89/26733,0.168539325842697,2.30345695181636,3.46073045256118,0.00192720747288257,0.0128745406435867,0.00859557538095212,AT1G66570/AT1G73220/AT1G30220/AT5G13170/AT3G19930/AT5G26340/AT1G79360/AT3G18830/AT1G50310/AT1G71880/AT5G27350/AT1G08920/AT3G14770/AT4G02050/AT1G08930,15
GO:1901682,MF,GO:1901682,sulfur compound transmembrane transporter activity,8/1956,35/26733,0.228571428571429,3.1239263803681,3.53272562045253,0.00319707058866207,0.0195443560514436,0.0130486197809346,AT5G09470/AT3G13080/AT4G23010/AT2G22500/AT5G62680/AT1G23090/AT3G15990/AT3G51895,8
GO:0015075,MF,GO:0015075,monoatomic ion transmembrane transporter activity,48/1956,437/26733,0.109839816933638,1.50120032008536,2.96813058187751,0.0032344352164269,0.0195879814976134,0.0130777459316425,AT5G11210/AT1G66570/AT5G48410/AT3G51860/AT4G23700/AT5G48400/AT1G58340/AT2G29110/AT3G22910/AT2G29100/AT1G79400/AT3G63380/AT5G01490/AT5G45380/AT1G30220/AT1G01340/AT2G29120/AT3G07520/AT4G33020/AT4G01010/AT5G17860/AT3G19930/AT5G26340/AT1G55910/AT2G46430/AT2G29410/AT4G37640/AT3G17690/AT3G18830/AT1G25520/AT5G62680/AT3G47950/AT3G17700/AT3G57330/AT3G45710/AT1G32450/AT1G71880/AT1G53470/AT4G29900/AT4G27860/AT2G46450/AT2G46440/AT2G23150/AT1G55730/AT1G27770/AT1G79610/AT1G59870/AT1G60960,48
GO:0008061,MF,GO:0008061,chitin binding,5/1956,15/26733,0.333333333333333,4.55572597137014,3.87032764176347,0.00336459128676288,0.0200023408607555,0.0133543893660989,AT3G04720/AT4G19810/AT2G33580/AT2G17120/AT3G21630,5
GO:0008171,MF,GO:0008171,O-methyltransferase activity,9/1956,43/26733,0.209302325581395,2.860572121558,3.43069603993178,0.00342213754709005,0.0201595011864941,0.0134593160942967,AT1G67980/AT3G11480/AT4G26220/AT1G21120/AT1G64970/AT3G44860/AT1G21110/AT3G61990/AT5G54160,9
GO:0015562,MF,GO:0015562,efflux transmembrane transporter activity,5/1956,16/26733,0.3125,4.27099309815951,3.67723652243152,0.0046020003820578,0.0244535701162607,0.0163262139665093,AT1G15520/AT2G04040/AT2G29940/AT1G44800/AT1G59870,5
GO:0016645,MF,GO:0016645,oxidoreductase activity, acting on the CH-NH group of donors,7/1956,30/26733,0.233333333333333,3.1890081799591,3.37057329050215,0.00506511432703517,0.0260491593961809,0.0173914953083664,AT2G19500/AT5G38710/AT5G52810/AT5G56970/AT4G33150/AT2G21550/AT4G29740,7
GO:0019842,MF,GO:0019842,vitamin binding,18/1956,127/26733,0.141732283464567,1.93708033428337,2.97416242097502,0.00516297053241984,0.0260681793280079,0.017404193800863,AT4G13890/AT2G13810/AT2G24850/AT1G01480/AT4G26200/AT5G17330/AT3G08860/AT2G02010/AT5G53970/AT1G27980/AT2G17720/AT5G27830/AT5G11520/AT5G46180/AT5G17380/AT5G19550/AT3G06300/AT1G72330,18
GO:0030170,MF,GO:0030170,pyridoxal phosphate binding,14/1956,90/26733,0.155555555555556,2.12600545330607,3.00639456197506,0.00565515736035742,0.0277616815872091,0.0185348458939944,AT4G13890/AT2G13810/AT2G24850/AT1G01480/AT4G26200/AT5G17330/AT3G08860/AT2G02010/AT5G53970/AT1G27980/AT5G11520/AT5G46180/AT5G19550/AT1G72330,14
GO:0070279,MF,GO:0070279,vitamin B6 binding,14/1956,90/26733,0.155555555555556,2.12600545330607,3.00639456197506,0.00565515736035742,0.0277616815872091,0.0185348458939944,AT4G13890/AT2G13810/AT2G24850/AT1G01480/AT4G26200/AT5G17330/AT3G08860/AT2G02010/AT5G53970/AT1G27980/AT5G11520/AT5G46180/AT5G19550/AT1G72330,14
GO:0016811,MF,GO:0016811,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,12/1956,72/26733,0.166666666666667,2.27786298568507,3.05061999477586,0.00575293231072094,0.0280293243409562,0.0187135352568762,AT1G44542/AT1G15040/AT4G34180/AT5G64370/AT5G49570/AT4G37560/AT2G44420/AT5G61060/AT2G22570/AT5G61070/AT4G17830/AT1G71190,12
GO:0051082,MF,GO:0051082,unfolded protein binding,15/1956,100/26733,0.15,2.05007668711656,2.95587975665613,0.00602677770974577,0.0287393474527058,0.0191875760283659,AT1G08450/AT5G52640/AT2G20560/AT1G07400/AT5G12030/AT5G12020/AT3G62600/AT4G24190/AT5G22060/AT5G61790/AT1G09210/AT2G17520/AT5G53400/AT5G37670/AT1G59860,15
GO:0004551,MF,GO:0004551,dinucleotide phosphatase activity,4/1956,11/26733,0.363636363636364,4.96988287785834,3.70011607086881,0.00620911827681915,0.0287393474527058,0.0191875760283659,AT2G04450/AT2G04430/AT1G18300/AT4G12720,4
GO:0008865,MF,GO:0008865,fructokinase activity,4/1956,11/26733,0.363636363636364,4.96988287785834,3.70011607086881,0.00620911827681915,0.0287393474527058,0.0191875760283659,AT1G06030/AT2G31390/AT1G06020/AT5G51830,4
GO:0052747,MF,GO:0052747,sinapyl alcohol dehydrogenase activity,4/1956,11/26733,0.363636363636364,4.96988287785834,3.70011607086881,0.00620911827681915,0.0287393474527058,0.0191875760283659,AT4G37990/AT1G72680/AT1G30760/AT4G34230,4
GO:0004712,MF,GO:0004712,protein serine/threonine/tyrosine kinase activity,11/1956,64/26733,0.171875,2.34904620398773,3.03591240393779,0.00633878246776,0.0290060911163064,0.0193656651215106,AT5G41730/AT3G46930/AT1G61380/AT4G29810/AT1G51660/AT2G24360/AT4G26070/AT2G43850/AT3G21220/AT4G31170/AT3G27560,11
GO:0004683,MF,GO:0004683,calmodulin-dependent protein kinase activity,9/1956,47/26733,0.191489361702128,2.61711917504242,3.11763311606828,0.00635627305326468,0.0290060911163064,0.0193656651215106,AT3G04530/AT5G58940/AT1G76040/AT1G18890/AT4G04710/AT2G17290/AT5G12480/AT4G04695/AT4G21940,9
GO:0015294,MF,GO:0015294,solute:monoatomic cation symporter activity,8/1956,39/26733,0.205128205128205,2.80352367468932,3.16681806810758,0.00644253825612195,0.0291941593703988,0.0194912272599641,AT1G66570/AT5G45380/AT1G30220/AT3G19930/AT5G26340/AT3G18830/AT5G62680/AT1G71880,8
GO:0031625,MF,GO:0031625,ubiquitin protein ligase binding,10/1956,56/26733,0.178571428571429,2.44056748466258,3.03203994238706,0.006886031209047,0.030773436023879,0.0205456176182818,AT1G65790/AT4G05050/AT3G12580/AT1G61380/AT4G21380/AT3G09790/AT1G65800/AT4G05320/AT2G27150/AT5G53300,10
GO:0008374,MF,GO:0008374,O-acyltransferase activity,17/1956,121/26733,0.140495867768595,1.92018202099072,2.85038459598358,0.00703969961100867,0.0312446941639289,0.0208602490275744,AT5G06230/AT3G11430/AT3G03480/AT3G49210/AT5G39050/AT3G11570/AT1G06520/AT3G26840/AT3G03310/AT5G12420/AT1G29050/AT5G51640/AT1G54570/AT1G12640/AT1G02390/AT2G31110/AT1G52760,17
GO:0005507,MF,GO:0005507,copper ion binding,24/1956,193/26733,0.124352331606218,1.69954544009663,2.74043759189782,0.00757669079839297,0.0329509774319372,0.0219994342503674,AT3G29250/AT3G09220/AT4G39830/AT1G02920/AT1G02930/AT5G05390/AT5G37600/AT2G40370/AT5G13490/AT1G63440/AT4G12290/AT1G71040/AT2G04400/AT5G19550/AT1G08830/AT1G62810/AT3G17240/AT5G07440/AT1G72330/AT1G23010/AT2G36950/AT4G26970/AT4G10040/AT3G04120,24
GO:0042887,MF,GO:0042887,amide transmembrane transporter activity,10/1956,57/26733,0.175438596491228,2.39775051124744,2.96812730558848,0.00781644602758622,0.0337670468391725,0.0225442759111434,AT1G09930/AT5G46050/AT1G65730/AT5G45380/AT2G47800/AT1G72120/AT5G27830/AT5G53550/AT4G24120/AT5G55930,10
GO:0016229,MF,GO:0016229,steroid dehydrogenase activity,4/1956,12/26733,0.333333333333333,4.55572597137014,3.46153194925348,0.00877966364596007,0.0362370830737715,0.0241933741769332,AT2G37770/AT2G37760/AT1G76150/AT2G16530,4
GO:0045551,MF,GO:0045551,cinnamyl-alcohol dehydrogenase activity,4/1956,12/26733,0.333333333333333,4.55572597137014,3.46153194925348,0.00877966364596007,0.0362370830737715,0.0241933741769332,AT4G37990/AT1G72680/AT1G30760/AT4G34230,4
GO:0004197,MF,GO:0004197,cysteine-type endopeptidase activity,10/1956,59/26733,0.169491525423729,2.31647083290007,2.84425784722269,0.00996466591491043,0.0400380316180273,0.0267310445013145,AT1G16420/AT5G45890/AT4G25110/AT1G79320/AT5G04200/AT2G25940/AT4G01610/AT1G02170/AT5G43060/AT5G60360,10
GO:0044183,MF,GO:0044183,protein folding chaperone,7/1956,34/26733,0.205882352941176,2.81383074702274,2.97347650608006,0.0103651424635776,0.0404615199783029,0.027013782831518,AT1G09080/AT5G02490/AT4G29520/AT5G42020/AT3G12580/AT3G09440/AT5G28540,7
GO:0034485,MF,GO:0034485,phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity,4/1956,13/26733,0.307692307692308,4.20528551203398,3.247849980626,0.0119566823826966,0.046118632047544,0.0307907046321322,AT1G47510/AT5G65090/AT4G18010/AT2G01900,4
