"UMVsIM_log2FoldChange" "UMVsIM_padj"
"AT1G04650" -1.84445563312955 2.15412012768985e-05
"AT1G04710" -0.422871136188087 0.0375353644056589
"AT1G04730" -1.21598847066064 0.000494740300867198
"AT1G04750" 0.558287673163746 0.00849003509481812
"AT1G04760" -1.95995887311971 1.95698698884926e-05
"AT1G04770" 0.923830156186497 0.00884433518620279
"AT1G04780" 0.885406408484881 1.80620936849281e-07
"AT1G04800" -1.497259703784 1.66733898746509e-10
"AT1G04820" -1.50786437259442 8.19137268743524e-07
"AT1G04850" 0.63854231913338 4.21767283073788e-12
"AT1G04870" 0.498626534192908 0.0102185633748626
"AT1G04940" -0.830618045526369 0.0232151180609829
"AT1G04950" -0.550420187189725 0.000973312343904528
"AT1G04960" 0.899083889415248 1.08965524885627e-05
"AT1G04970" 0.874798062319091 7.76901628567595e-05
"AT1G05010" 0.687679694956586 0.00236706062491395
"AT1G05020" -1.83647885767594 6.34183078333143e-07
"AT1G05030" -0.59909494328168 0.00235285881976514
"AT1G05060" 0.48742958266422 0.00801680334960055
"AT1G05065" -1.79992951878441 0.000187972106441948
"AT1G05070" -0.498150428141163 0.0171000030880722
"AT1G05120" 0.463458392380749 0.0244215105887413
"AT1G05135" -1.23327343807578 0.000138145681015722
"AT1G05140" -0.767477505345241 3.58154255740172e-09
"AT1G05150" -0.351269742694464 0.0291782324890843
"AT1G05170" 0.840281979160017 0.00923744287454237
"AT1G05180" 0.47273413014659 0.0157290610369144
"AT1G05190" -1.59023071106942 2.25661971400182e-32
"AT1G05200" -0.751445682638815 0.000499078052409991
"AT1G05210" -0.496216536685827 0.0407585313191462
"AT1G05230" -0.525604643661003 0.0402301680906267
"AT1G05270" 0.26865533744712 0.0271832240398817
"AT1G05310" -1.97996933644399 5.84809763809406e-07
"AT1G05320" -1.1625951307822 0.000244419269022189
"AT1G05385" -1.36980433933083 1.5776485764696e-14
"AT1G05420" -1.8322546644295 0.00319872156036495
"AT1G05460" -0.984450110690536 6.46670205244539e-05
"AT1G05470" -1.29785466553367 1.63910349529386e-07
"AT1G05500" -0.259495964478845 0.0107292029488338
"AT1G05520" 0.621536240648106 0.000223128693258714
"AT1G05540" -2.08670009823166 1.40746933980359e-05
"AT1G05590" -0.456524428898409 0.000111599864197264
"AT1G05630" 0.633393992650526 0.00300212577452557
"AT1G05720" 0.847510635435467 0.00313882657430513
"AT1G05810" -0.85060518019915 0.033104120902154
"AT1G05850" -1.49311108632397 5.44150777910727e-13
"AT1G05890" 0.606467068977162 0.0170928938991622
"AT1G05950" 0.975372508718787 0.0026148861389925
"AT1G05960" -0.479673049273583 0.0156799803708304
"AT1G06010" -0.502282498908646 0.00954644348894033
"AT1G06070" 0.313196185127795 0.0249832896120327
"AT1G06080" -3.06922975643065 5.30594698400268e-08
"AT1G06190" -1.05160131776416 1.08952531936174e-07
"AT1G06265" -1.25558215470727 0.00233816244608752
"AT1G06290" 0.892985756393743 4.06470414474156e-06
"AT1G06360" -0.83146135504937 0.000344188629109699
"AT1G06370" -1.34429991997803 0.00013718448916105
"AT1G06400" 0.68322546398132 0.0286137906616436
"AT1G06420" -1.05163057038718 0.0109968430830054
"AT1G06430" 0.677845408465172 0.0193632448221322
"AT1G06440" -0.777549161833072 0.0496046954465924
"AT1G06460" -1.72076444414078 0.000120413517617895
"AT1G06470" -0.655265333207993 0.00737138506107674
"AT1G06490" -0.882103230163434 0.0180473939222523
"AT1G06500" -0.394900421973685 0.0424979869351017
"AT1G06550" -1.02007525308157 0.000180325581579405
"AT1G06560" -0.916526814053155 1.20562252384228e-05
"AT1G06640" -0.731734156205981 0.0382793521966448
"AT1G06645" 0.473249993935285 0.00578370229003491
"AT1G06680" -1.63899070403239 2.88211837586953e-28
"AT1G06690" -0.818077128404038 0.00497859314943529
"AT1G06730" -0.451463901598483 0.00634155641754668
"AT1G06740" -0.580558544653161 0.0299601157607588
"AT1G06770" 0.897434968006778 4.80266540503166e-08
"AT1G06780" 0.579348753443078 0.00118367775191566
"AT1G06820" -0.801020263153611 2.94163225851272e-08
"AT1G06830" -2.41117372735483 1.17494493427083e-07
"AT1G06850" -0.742109158368018 0.000656549223381518
"AT1G06870" 0.611202763643302 0.000521961647405445
"AT1G06900" -0.683775236169618 0.000537225548127801
"AT1G06910" -0.395220768972006 0.041144969672576
"AT1G06950" -1.10627532515501 8.96614750815926e-06
"AT1G06960" -0.541672999633312 0.000271827468764428
"AT1G06980" -3.01007177551086 1.9130341551552e-12
"AT1G07020" 0.772407546511946 0.00569310359645915
"AT1G07030" 0.737479217746387 0.000163464082738652
"AT1G07050" -6.95782883310438 2.41268771021419e-06
"AT1G07070" -0.616857249510758 0.0207347606745637
"AT1G07110" -0.637956184130441 0.00737138506107674
"AT1G07140" 0.392455603066074 0.00687777422579118
"AT1G07175" -1.72602372441701 0.0402518525881292
"AT1G07250" -0.419786088815218 0.0131714690868395
"AT1G07260" 0.90731889011074 0.0410986366400941
"AT1G07270" -1.61214290627214 0.00351771026607722
"AT1G07280" -0.616111231442988 0.00567373205642885
"AT1G07310" 0.557375599480351 0.00852453948478325
"AT1G07320" -1.52588217226077 4.06527967112839e-14
"AT1G07330" -2.51082449060432 0.0490606168087387
"AT1G07350" 0.616372755809071 0.000863493085642036
"AT1G07420" -0.879346291215422 0.0262626253106116
"AT1G07440" -2.30399083575411 1.94873103330911e-08
"AT1G07450" -2.42978402764889 0.000102594951810848
"AT1G07470" 0.663422066879491 0.000254501033547241
"AT1G07480" 0.34671707774709 0.0399479615726132
"AT1G07510" 0.280686483719822 0.028536028860283
"AT1G07530" 0.483144101885774 0.00347502763558027
"AT1G07640" 0.914195307069381 0.000187330330006654
"AT1G07650" 0.662721554332432 7.410066614576e-05
"AT1G07670" 0.892536170422118 7.70700370065756e-11
"AT1G07700" 0.803504033020639 3.36292025030276e-07
"AT1G07780" -1.4520347852829 4.74076968907117e-07
"AT1G07790" -0.668275109264264 3.94816632621932e-05
"AT1G07810" 0.798265561718808 0.00124986091682525
"AT1G07820" -0.823392089792902 3.92418991832728e-05
"AT1G07880" -1.04042931148497 0.00114355420517464
"AT1G07910" -0.599902855296787 0.000183603409125596
"AT1G07960" 0.581964291631256 3.73790793835048e-05
"AT1G07980" 0.324112248923577 0.0346014916712377
"AT1G07990" 0.453575264545678 6.65583550438858e-06
"AT1G08010" -0.715807758536483 4.07342807171728e-08
"AT1G08030" -0.266951760567661 0.0262626253106116
"AT1G08040" -0.711101024801289 5.99250495735258e-09
"AT1G08070" -1.00393064157375 0.0252605539706756
"AT1G08110" -0.499273732389125 1.30486843563116e-07
"AT1G08130" -0.853781131014381 0.0047404133137862
"AT1G08160" -0.638617213327584 0.00365875986606902
"AT1G08165" -1.5749009866141 0.00293501488764368
"AT1G08190" -0.415018474798495 0.00931519681750117
"AT1G08200" -0.913105465962671 1.44831338468681e-05
"AT1G08260" -1.09557095758511 0.000397823853694831
"AT1G08280" -1.02218766141102 6.16048488790769e-06
"AT1G08300" -1.06723796426008 0.00193213275699636
"AT1G08370" 0.632641140282433 1.71189496969266e-05
"AT1G08380" -1.59470412380006 2.4475054448244e-23
"AT1G08390" -1.09084532889272 2.38222211005951e-08
"AT1G08460" 0.774099818217064 0.000505055060358348
"AT1G08470" -0.747458297338657 5.41402795088968e-05
"AT1G08500" -0.991961626553442 0.0468649829196611
"AT1G08520" -1.06842378517701 8.73381922905623e-14
"AT1G08540" -1.33320129145884 4.56386726515316e-11
"AT1G08550" -1.71003523560601 4.53871788663296e-10
"AT1G08560" -1.08049590811802 3.96851731468237e-05
"AT1G08610" -1.39477609210725 0.000475979966651861
"AT1G08620" 0.578646630377005 0.000227655666366097
"AT1G08640" -1.0187920416786 2.57245074842979e-05
"AT1G08660" -1.30323351721994 1.15254705029594e-08
"AT1G08700" 0.791222203675158 5.44591660321164e-08
"AT1G08730" -1.23637254885492 0.0105500037385457
"AT1G08770" 0.596467389578 0.00037638430023498
"AT1G08800" 0.835707670003399 0.000109888299275937
"AT1G08810" -1.44437631798361 3.96301301649477e-10
"AT1G08820" 0.656083487583777 0.000643586832219775
"AT1G08840" -1.09170473819587 3.49422915627547e-05
"AT1G08880" -0.518117501262564 0.0186252741217452
"AT1G08890" -2.17943018581929 2.57473770137747e-05
"AT1G08980" -1.38197025750894 2.28778477118024e-05
"AT1G09010" -0.565350682119507 8.13708856927383e-05
"AT1G09020" 0.244328164317435 0.0292653890029066
"AT1G09150" -0.342405763917622 0.00423928090629352
"AT1G09160" -0.842617092195621 0.00010490723606432
"AT1G09195" 0.670571156334506 0.00484760621296412
"AT1G09200" -1.18251056386633 5.77712835307425e-06
"AT1G09230" 0.490114012508105 0.0187591959388723
"AT1G09270" 0.282165950894495 0.00105163654399551
"AT1G09310" -1.64613694769028 7.71259981173943e-05
"AT1G09330" 0.533931987611639 0.000770254231882305
"AT1G09340" -1.53122091967499 3.99488717937899e-06
"AT1G09350" -2.89638396091546 0.00122918031550055
"AT1G09390" -0.863934342376858 0.00272422423844336
"AT1G09430" 0.72106649891873 0.0433873216126794
"AT1G09440" -1.72992532203032 2.8820174161966e-06
"AT1G09450" -1.20779173683408 0.00304094958494805
"AT1G09470" -1.40835564634111 1.07523379645078e-05
"AT1G09520" 0.733218722146845 1.31595451078095e-06
"AT1G09580" -1.14282827435754 6.11220127219789e-10
"AT1G09600" -1.33709546112848 0.00501599549658684
"AT1G09640" 0.265948617961716 0.0142004848197875
"AT1G09660" -0.499972605903498 0.0240222817444997
"AT1G09700" -0.49888875061396 0.0409151124825622
"AT1G09710" -1.06838611851465 3.57193346615988e-05
"AT1G09750" -1.47215000491819 1.24652343276574e-13
"AT1G09760" -0.329648912113895 0.0112740998963157
"AT1G09795" -1.50482645130254 1.72271092581206e-09
"AT1G09800" -1.47256856637374 9.79478411255676e-07
"AT1G09815" 0.811357000874685 1.0204416617682e-06
"AT1G09840" -0.327518427829085 0.0184456397405394
"AT1G09850" -0.776966876977011 4.26975011546225e-05
"AT1G09870" 0.45296550430195 0.00481934216329368
"AT1G09900" -1.02117242433134 0.000631543109218818
"AT1G09920" 0.782936663725549 1.82830624037369e-06
"AT1G09940" 0.890865586222635 0.00116740434312552
"AT1G09960" -0.714746364071393 0.0161567341047705
"AT1G09995" 0.596372364593469 0.0317489576561717
"AT1G10030" -0.93021179691035 1.18306448049651e-09
"AT1G10060" -2.08112685366474 3.40399758802451e-11
"AT1G10090" -1.22112890693925 3.51425442752692e-08
"AT1G10180" -0.314634124485358 0.0362886032460975
"AT1G10200" -1.13080288522396 0.000156261565379378
"AT1G10280" 0.5473422962957 0.00244385909576236
"AT1G10290" 0.504216473998478 1.01436330999472e-06
"AT1G10360" -0.817573814123832 0.000547095903932734
"AT1G10380" -1.16864450758814 0.000444108872377188
"AT1G10430" 0.269292173033338 0.0323885021993362
"AT1G10460" -1.53829122287852 0.0125572515215914
"AT1G10500" 0.483081042790097 0.0183783172306851
"AT1G10510" -0.972735546916348 1.87673275391048e-05
"AT1G10522" -1.76962854520485 0.000190916655595105
"AT1G10560" -0.805184939468461 0.00949243544764166
"AT1G10590" 0.804727281491229 5.55809378580425e-11
"AT1G10600" -0.494401904116512 0.00502420093455709
"AT1G10610" -0.688206460229043 0.0278175895033534
"AT1G10630" 0.371960225668018 0.0456040915421524
"AT1G10640" -1.26459465209748 0.0238068896694856
"AT1G10657" -1.530936330175 8.72136348473852e-05
"AT1G10670" -0.77494394366317 7.06696533365384e-13
"AT1G10720" 0.687953134373112 1.52657759531958e-05
"AT1G10730" 0.863901331982028 5.98762783371378e-09
"AT1G10750" -1.24993262010384 0.0012052485082897
"AT1G10760" -2.40284461771445 8.45421775630657e-08
"AT1G10770" -4.21777839620618 0.00490333086791906
"AT1G10780" -1.18573809147834 0.00105432237484679
"AT1G10820" -0.77130528599025 4.17120422962302e-08
"AT1G10830" -1.03988365359612 8.17301149771028e-13
"AT1G10870" -0.505600239313477 5.0567213582384e-05
"AT1G10890" 0.349221293969214 0.0271754347494526
"AT1G10910" -1.30049289355749 1.47477575210954e-15
"AT1G10920" 0.9752689525538 0.000187942210248338
"AT1G10930" -1.64305460023288 2.37481223069271e-06
"AT1G11070" -1.89119003573502 0.0013495880900854
"AT1G11120" -0.885956061114484 0.0264493469691682
"AT1G11130" -1.43595346029437 3.51241699278536e-05
"AT1G11150" -0.919439739815658 0.00248114272488345
"AT1G11160" -2.10552503940468 7.90286767181873e-06
"AT1G11180" -0.985887894801239 0.000156325668481428
"AT1G11210" -1.75806326271618 0.0131144655494673
"AT1G11220" -1.04121421216642 0.0475742510462889
"AT1G11280" -0.981260069750323 6.00350849720992e-07
"AT1G11290" -0.848501620628081 0.0107549161413741
"AT1G11350" -0.951639802056397 0.000694094003515315
"AT1G11410" -0.948648280549485 0.027487362594764
"AT1G11430" -0.8685255063165 0.000198151662190013
"AT1G11440" -0.7851605693492 6.61921201705579e-06
"AT1G11450" -1.20964689427107 0.0432135473352415
"AT1G11530" -1.09730102096142 0.00535354187541846
"AT1G11545" -1.6353783436048 1.28399393233675e-08
"AT1G11680" -0.314580229315405 0.00773962261637717
"AT1G11720" -1.12525916484699 0.000704405156318802
"AT1G11730" -0.837402678829323 0.0290897521611225
"AT1G04877" -2.79366942606299 0.0283636125381378
"AT1G11740" -2.76812720940077 5.49221910920956e-05
"AT1G11750" -0.958155176432841 1.12602958059026e-12
"AT1G11800" 0.527178990718276 0.00663990711544314
"AT1G11820" -1.14670454208055 8.81438879956591e-09
"AT1G11840" -0.844788576573883 0.000106106214976469
"AT1G11850" -1.14166912284582 0.000664525809318863
"AT1G11860" -1.58210832287154 3.88366954909952e-08
"AT1G11870" -1.1743322717052 5.43728783993287e-13
"AT1G11890" 0.705299714035481 0.000108004436709295
"AT1G11910" 0.735876731170618 0.000162373566435358
"AT1G11930" 0.349642186400207 0.00917535400181624
"AT1G12010" -3.2364720638028 4.29307729607071e-09
"AT1G12060" -1.12845985993371 7.38649855720671e-07
"AT1G12080" -1.53014701378259 1.87154150306859e-06
"AT1G12090" -2.06362786184755 4.53817772909608e-13
"AT1G12100" -1.11709519662314 0.0437807242344882
"AT1G12120" -0.521173911166377 4.78743018673453e-05
"AT1G12140" 0.938525055808348 9.07121301114566e-10
"AT1G12220" 0.511951512914626 0.0060660073418294
"AT1G12230" -0.78798844298465 2.13146362678727e-05
"AT1G12244" -1.8645698070733 2.90426448648095e-15
"AT1G12250" -0.991391349150345 1.73655639741652e-15
"AT1G12300" -0.999515669438442 0.000141589737775706
"AT1G12330" -1.42125255825868 1.55220984007617e-10
"AT1G12390" 0.872912752193078 0.000245427781332681
"AT1G12400" 0.913709108478119 3.77093258543102e-06
"AT1G12410" -0.431748856589698 3.05471095798894e-05
"AT1G12430" -0.498610806278609 0.0163728067486846
"AT1G12450" -0.992877802755748 0.0352531777409367
"AT1G12460" -1.42889154960211 2.51488945158865e-08
"AT1G12480" -1.55138839261075 6.68863358357612e-05
"AT1G12500" -1.03301613202713 0.000319466832645428
"AT1G12620" -0.7346465536203 0.00063311243731556
"AT1G12650" 0.548117505899567 2.90945435929417e-05
"AT1G12700" -1.0524128799575 1.7732627943382e-08
"AT1G12710" -1.30005943193848 0.00520462436356334
"AT1G12730" -1.75845266621984 8.02108112564493e-05
"AT1G12750" -0.982457710658287 2.0260610886641e-06
"AT1G12760" 0.856178682927714 6.24017312747534e-08
"AT1G12770" -1.14065760863014 1.43536208350729e-10
"AT1G12775" -0.783751363831363 0.0106317733095397
"AT1G12800" -1.4840479875626 6.81679997928876e-08
"AT1G12810" 0.776193038992204 0.00113630573143722
"AT1G12845" -1.99195758026452 5.67874998155925e-06
"AT1G12850" 0.223905632095251 0.0233797665090779
"AT1G12855" -3.25718430416242 0.0179240536749215
"AT1G12860" -1.38791210131281 6.12312755850209e-09
"AT1G12880" 0.625029443016742 0.00923210228862494
"AT1G12900" -1.78030602562969 3.0619801185004e-08
"AT1G12970" 0.502116459486654 0.0343326662836372
"AT1G12990" 0.589331888084957 0.0342275626118435
"AT1G13000" 0.774960482867233 1.31679565975502e-05
"AT1G13020" 0.667672024828683 2.09382895077744e-06
"AT1G13030" -0.916506762043279 0.00225072155696525
"AT1G13040" -1.3559790737576 0.00148154565203769
"AT1G13060" 0.452330348122552 0.00256986148063737
"AT1G13090" 0.380653509158856 0.00596118505223431
"AT1G13170" -1.23918283789379 7.23534600938927e-10
"AT1G13220" -0.788373484184171 0.00307392565186501
"AT1G13250" -0.889728116341938 0.000954096779915747
"AT1G13270" -1.41807944011093 0.000423552051761202
"AT1G13280" -0.851889949685714 0.000121083542213838
"AT1G13330" -1.01999072210958 0.036311359580319
"AT1G13380" -0.807166407275673 0.00308307926201185
"AT1G13410" -1.34765042822867 0.00246078300534404
"AT1G13448" -1.22037289926486 0.0454357749335825
"AT1G13609" -1.91812796175993 0.036520460967996
"AT1G13640" -0.737783816332396 0.00243910310500762
"AT1G13650" -2.43111855069466 0.000895023836110403
"AT1G13730" -0.866638380520867 0.00445545734793806
"AT1G13740" -1.24385304876847 0.000995732824200431
"AT1G13770" -0.293838494887788 0.0301809240529382
"AT1G13790" -1.51060180308123 8.98543674901268e-06
"AT1G13820" -1.23723953684776 1.99905650360652e-09
"AT1G13860" -1.04246262306815 3.17775120588909e-05
"AT1G13880" 0.708301995752089 0.00810766425182794
"AT1G13920" -2.54464919073584 1.18703883982826e-06
"AT1G13930" -1.96826811675288 5.84171315142637e-05
"AT1G13950" 0.792592385300154 0.00622017819597851
"AT1G13960" 0.633870035878099 0.00166781177660956
"AT1G13980" -0.554983631715234 0.0159436298747788
"AT1G14000" 0.772422169156086 4.97287826453154e-12
"AT1G14020" -0.505242525535548 0.00126156694316312
"AT1G14030" -1.92364596554805 3.60703090507795e-15
"AT1G14071" -2.18757258668679 0.00161704166298366
"AT1G14150" -1.90330548536181 7.99370764650907e-09
"AT1G14180" -0.707684187614529 0.000868648648608205
"AT1G14185" -1.843970741766 0.029244527463461
"AT1G14190" -1.87024027743666 0.00112161501313078
"AT1G14205" -0.766554792431777 0.0220639628641804
"AT1G14230" 0.608710319697264 1.47154775202708e-05
"AT1G14250" -2.78768972662662 6.45499717312148e-12
"AT1G14270" -1.24258369892444 1.59676324045999e-16
"AT1G14280" -1.18095446477582 0.0139145174212556
"AT1G14290" -1.62633676476539 0.000120645792410157
"AT1G14340" 0.814387593799471 0.000590386052631296
"AT1G14345" -1.26791265569975 7.38110614924341e-09
"AT1G14350" -0.494146040788724 0.0471475330610847
"AT1G14380" -0.573550942118375 0.000753411397101402
"AT1G14390" -2.05233655366459 4.03207664769826e-05
"AT1G14400" 0.697386345596037 0.000553613298703923
"AT1G14440" -0.967125875331642 0.00341982075851264
"AT1G14460" -0.71388769784 0.0012739893433832
"AT1G14470" -1.60759747401003 0.000660695311449526
"AT1G14520" -1.57920199038375 0.00682123728094652
"AT1G14610" -0.520676775259747 0.0157674023618064
"AT1G14630" -0.832499424593806 0.0119343103563666
"AT1G14670" 0.376068362697994 0.0145426923584275
"AT1G14687" -0.855122014091732 0.0186335004468189
"AT1G14690" -0.48861145618884 0.00532783101605958
"AT1G14700" -2.28403936578069 8.49388004273862e-08
"AT1G14710" -0.604402805724774 0.000276185020366668
"AT1G14720" -0.526469874079516 0.0251880565768503
"AT1G14740" 0.761251171550747 0.00234240360587069
"AT1G14770" -0.637417390033045 0.0185480124408725
"AT1G14790" 0.69178042100736 0.0269452992668048
"AT1G14810" -0.953151391851212 1.38563152316224e-05
"AT1G14840" -1.5321514684105 2.36812813369967e-06
"AT1G14900" -0.731131627968322 0.00823078458077091
"AT1G14920" -1.12291487236481 6.48859499747439e-09
"AT1G14970" -1.22688812611628 0.000221370004891917
"AT1G15050" -1.97696186183936 0.0188264297994952
"AT1G15080" -1.56065191763022 2.04367815337347e-05
"AT1G15085" -1.55380032771491 0.0210752717634821
"AT1G15120" 0.620476142137022 0.000236099811879227
"AT1G15130" 0.697181206871956 1.0099828383603e-06
"AT1G15140" -0.805021063661067 0.00195634222779301
"AT1G15150" -2.56070446076226 0.00334978960840967
"AT1G15160" -0.813984023970743 0.0468143522839909
"AT1G15165" -0.927641422667437 0.00543032233956
"AT1G15175" -1.27098715957174 0.000433369018921745
"AT1G15180" -1.56332694463032 2.29310576157771e-08
"AT1G15215" -0.641824345118002 0.0114174880313825
"AT1G15250" -0.638610623828145 0.045904397221274
"AT1G15260" -1.40240966845498 0.000573937738635457
"AT1G15370" 0.345478547340357 0.0232858033221909
"AT1G15390" -0.473352205743564 0.0110552162536921
"AT1G15400" 0.56083778561321 0.0221414422110625
"AT1G15410" -1.39492344824921 0.000633214618881725
"AT1G15490" -0.994390697789015 8.32354405772547e-09
"AT1G15500" -1.00564823908223 8.07874871110578e-06
"AT1G15510" -1.18004081403182 0.0383839068039166
"AT1G15570" -0.934528889024631 0.000114199232902731
"AT1G15580" -2.07122524686198 0.00153913983617331
"AT1G15660" -0.798490701876842 1.58207687402179e-06
"AT1G15690" -0.739333335732255 7.64914833835918e-09
"AT1G15710" -0.495929864722647 0.0484980614048367
"AT1G15730" -0.7479827567486 1.47598938701843e-06
"AT1G15750" 0.764779239885958 0.00773581011406623
"AT1G15780" 0.447323734400823 0.00543036074837592
"AT1G15820" -1.61703823243831 1.92571786491947e-16
