"","x"
"2416","AT1G21360"
"2417","AT1G50740"
"2418","AT3G59250"
"2419","AT3G07255"
"2420","AT5G20400"
"2421","AT4G15930"
"2422","AT1G07040"
"2423","AT5G24490"
"2424","AT1G02850"
"2425","AT3G52150"
"2426","AT5G39410"
"2427","AT2G06850"
"2428","AT5G13730"
"2429","AT3G10060"
"2430","AT2G43740"
"2431","AT1G61250"
"2432","AT4G32920"
"2433","AT2G09225"
"2434","AT5G53880"
"2435","AT5G55740"
"2436","AT1G51940"
"2437","AT5G57655"
"2438","AT3G54640"
"2439","AT1G14330"
"2440","AT1G27480"
"2441","AT4G31820"
"2442","AT1G64405"
"2443","AT2G03750"
"2444","AT2G28630"
"2445","AT2G18890"
"2446","AT5G62840"
"2447","AT2G32660"
"2448","AT1G64070"
"2449","AT2G47180"
"2450","AT4G25380"
"2451","AT1G28100"
"2452","AT2G43620"
"2453","AT4G39890"
"2454","AT2G17220"
"2455","AT2G19710"
"2456","AT1G35515"
"2457","AT5G01075"
"2458","AT5G45110"
"2459","AT3G03440"
"2460","AT2G11810"
"2461","AT3G08660"
"2462","AT1G70440"
"2463","AT1G15580"
"2464","AT4G14870"
"2465","AT3G13740"
"2466","AT5G11260"
"2467","AT5G65300"
"2468","AT2G05510"
"2469","AT3G09440"
"2470","AT2G32030"
"2471","AT4G14740"
"2472","AT1G79040"
"2473","AT2G29550"
"2474","AT3G45230"
"2475","AT2G42170"
"2476","AT5G03630"
"2477","AT3G21670"
"2478","AT2G22760"
"2479","AT5G28830"
"2480","AT4G18910"
"2481","AT5G54190"
"2482","AT4G33920"
"2483","AT5G66620"
"2484","AT4G12090"
"2485","AT3G05650"
"2486","AT4G02660"
"2487","AT1G78995"
"2488","AT5G45040"
"2489","AT1G58561"
"2490","AT3G18080"
"2491","AT1G06030"
"2492","AT2G24600"
"2493","AT3G46490"
"2494","AT1G20823"
"2495","AT3G48460"
"2496","AT4G12320"
"2497","AT4G18980"
"2498","AT1G15550"
"2499","AT4G16590"
"2500","AT3G16565"
"2501","AT3G46880"
"2502","AT5G66570"
"2503","AT1G68320"
"2504","AT2G35300"
"2505","AT4G19975"
"2506","AT1G15125"
"2507","AT3G55450"
"2508","AT2G17720"
"2509","AT4G11850"
"2510","AT5G50915"
"2511","AT2G47590"
"2512","AT4G08290"
"2513","AT5G08330"
"2514","AT3G09035"
"2515","AT3G54400"
"2516","AT5G04950"
"2517","AT5G40510"
"2518","AT4G19530"
"2519","AT5G54270"
"2520","AT5G21960"
"2521","AT1G30100"
"2522","AT1G33170"
"2523","AT5G52910"
"2524","AT4G19120"
"2525","AT1G21500"
"2526","AT5G53490"
"2527","AT1G09070"
"2528","AT1G17830"
"2529","AT2G00340"
"2530","AT3G20250"
"2531","AT5G66110"
"2532","AT1G06570"
"2533","AT1G29230"
"2534","AT1G19380"
"2535","AT3G02140"
"2536","AT3G02240"
"2537","AT3G17110"
"2538","AT2G31840"
"2539","AT3G54890"
"2540","AT3G53420"
"2541","AT5G04080"
"2542","AT5G58600"
"2543","AT3G05660"
"2544","AT1G11380"
"2545","AT2G31420"
"2546","AT1G52830"
"2547","AT4G02360"
"2548","AT1G30840"
"2549","AT5G14470"
"2550","AT3G52840"
"2551","AT5G47130"
"2552","AT3G52960"
"2553","AT1G28370"
"2554","AT1G10417"
"2555","AT2G47940"
"2556","AT5G50740"
"2557","AT2G25735"
"2558","AT3G23110"
"2559","AT1G55610"
"2560","AT3G25770"
"2561","AT3G46770"
"2562","AT1G73830"
"2563","AT1G02520"
"2564","AT5G66400"
"2565","AT5G05740"
"2566","AT4G23130"
"2567","AT1G63590"
"2568","AT4G18970"
"2569","AT5G56980"
"2570","AT1G14260"
"2571","AT3G05360"
"2572","AT3G19660"
"2573","AT1G07367"
"2574","AT3G27830"
"2575","AT5G11520"
"2576","AT4G11480"
"2577","AT2G36120"
"2578","AT1G75900"
"2579","AT5G06270"
"2580","AT5G11930"
"2581","AT1G76410"
"2582","AT5G38212"
"2583","AT5G07460"
"2584","AT4G29905"
"2585","AT1G51090"
"2586","AT4G15670"
"2587","AT5G51630"
"2588","AT2G33800"
"2589","AT1G01080"
"2590","AT3G17810"
"2591","AT1G09400"
"2592","AT4G09890"
"2593","AT2G45210"
"2594","AT4G04745"
"2595","AT5G55250"
"2596","AT1G79440"
"2597","AT4G28140"
"2598","AT3G17420"
"2599","AT1G76090"
"2600","AT3G50820"
"2601","AT5G47330"
"2602","AT2G34610"
"2603","AT2G22450"
"2604","AT5G61380"
"2605","AT3G06680"
"2606","AT5G25210"
"2607","AT2G02950"
"2608","AT4G00180"
"2609","AT4G24750"
"2610","AT1G72130"
"2611","AT5G48570"
"2612","AT1G04770"
"2613","AT4G01410"
"2614","AT1G72770"
"2615","AT4G38160"
"2616","AT5G01590"
"2617","AT2G47440"
"2618","AT1G67090"
"2619","AT3G15356"
"2620","AT1G56050"
"2621","AT5G11670"
"2622","AT1G11070"
"2623","AT5G42440"
"2624","AT4G05685"
"2625","AT4G11370"
"2626","AT4G29080"
"2627","AT5G10400"
"2628","AT1G25320"
"2629","AT5G11110"
"2630","AT5G02100"
"2631","AT2G25080"
"2632","AT2G24240"
"2633","AT5G24206"
"2634","AT2G40470"
"2635","AT3G23880"
"2636","AT2G44840"
"2637","AT1G07890"
"2638","AT1G76240"
"2639","AT3G29590"
"2640","AT5G38520"
"2641","AT4G22590"
"2642","AT4G24700"
"2643","AT3G05500"
"2644","AT2G44640"
"2645","AT5G01610"
"2646","AT2G38490"
"2647","AT5G23060"
"2648","AT5G45070"
"2649","AT3G23920"
"2650","AT5G65360"
"2651","AT5G51820"
"2652","AT3G14770"
"2653","AT5G44410"
"2654","AT2G39705"
"2655","AT3G54090"
"2656","AT4G22890"
"2657","AT3G60390"
"2658","AT1G69530"
"2659","AT1G69830"
"2660","AT5G08990"
"2661","AT5G46520"
"2662","AT4G34620"
"2663","AT5G14410"
"2664","AT5G57910"
"2665","AT3G22540"
"2666","AT5G54710"
"2667","AT1G52750"
"2668","AT1G10050"
"2669","AT1G02620"
"2670","AT1G29440"
"2671","AT1G14345"
"2672","AT3G19580"
"2673","AT3G52370"
"2674","AT5G01820"
"2675","AT4G11470"
"2676","AT5G14640"
"2677","AT1G04180"
"2678","AT5G18690"
"2679","AT3G22930"
"2680","AT5G64190"
"2681","AT2G26410"
"2682","AT2G26900"
"2683","AT1G54820"
"2684","AT3G12780"
"2685","AT1G03130"
"2686","AT1G17700"
"2687","AT1G67850"
"2688","AT5G61820"
"2689","AT1G48100"
"2690","AT5G61590"
"2691","AT1G11545"
"2692","AT2G16990"
"2693","AT3G55880"
"2694","AT1G74880"
"2695","AT5G12420"
"2696","AT2G20724"
"2697","AT2G31360"
"2698","AT5G50335"
"2699","AT5G05220"
"2700","AT1G74210"
"2701","AT1G60680"
"2702","AT2G44280"
"2703","AT3G13470"
"2704","AT3G18110"
"2705","AT1G23560"
"2706","AT5G19730"
"2707","AT5G03435"
"2708","AT2G35500"
"2709","AT3G45120"
"2710","AT2G27130"
"2711","AT2G39660"
"2712","AT5G65800"
"2713","AT5G39530"
"2714","AT1G64770"
"2715","AT2G43530"
"2716","AT2G05790"
"2717","AT5G39785"
"2718","AT2G46440"
"2719","AT5G09175"
"2720","AT1G09440"
"2721","AT5G46295"
"2722","AT5G27350"
"2723","AT5G53370"
"2724","AT1G67740"
"2725","AT4G12735"
"2726","AT4G31050"
"2727","AT1G30110"
"2728","AT5G02400"
"2729","AT4G02650"
"2730","AT5G46700"
"2731","AT1G02380"
"2732","AT4G38580"
"2733","AT1G12320"
"2734","AT3G62410"
"2735","AT5G23750"
"2736","AT1G20630"
"2737","AT3G50280"
"2738","AT2G21540"
"2739","AT1G79075"
"2740","AT2G30695"
"2741","AT2G43730"
"2742","AT1G02340"
"2743","AT2G44920"
"2744","AT1G23850"
"2745","AT3G13276"
"2746","AT3G62820"
"2747","AT2G34810"
"2748","AT3G15680"
"2749","AT4G33625"
"2750","AT5G11150"
"2751","AT5G05440"
"2752","AT1G06460"
"2753","AT3G06020"
"2754","AT1G13920"
"2755","AT2G29620"
"2756","AT4G26890"
"2757","AT1G71910"
"2758","AT3G22275"
"2759","AT5G17350"
"2760","AT2G22500"
"2761","AT3G57100"
"2762","AT5G47240"
"2763","AT5G61600"
"2764","AT2G34640"
"2765","AT5G37840"
"2766","AT1G64563"
"2767","AT4G24040"
"2768","AT3G16990"
"2769","AT2G21530"
"2770","AT1G34060"
"2771","AT4G30620"
"2772","AT2G43535"
"2773","AT5G18130"
"2774","AT2G38690"
"2775","AT5G40950"
"2776","AT5G63970"
"2777","AT4G04410"
"2778","AT4G03210"
"2779","AT3G11020"
"2780","AT3G16460"
"2781","AT1G75490"
"2782","AT2G28000"
"2783","AT4G27480"
"2784","AT4G16960"
"2785","AT1G70670"
"2786","AT5G28910"
"2787","AT2G43320"
"2788","AT1G16150"
"2789","AT4G32480"
"2790","AT2G29070"
"2791","AT5G67070"
"2792","AT1G09176"
"2793","AT2G36080"
"2794","AT1G62570"
"2795","AT3G14560"
"2796","AT3G48180"
"2797","AT3G57270"
"2798","AT3G11430"
"2799","AT5G24660"
"2800","AT2G19780"
"2801","AT1G79270"
"2802","AT1G09420"
"2803","AT3G18890"
"2804","AT2G41260"
"2805","AT5G64870"
"2806","AT1G48370"
"2807","AT5G59870"
"2808","AT2G17130"
"2809","AT4G05590"
"2810","AT1G05850"
"2811","AT2G18950"
"2812","AT1G17710"
"2813","AT1G53070"
"2814","AT1G07135"
"2815","AT4G17720"
"2816","AT3G52170"
"2817","AT2G32500"
"2818","AT2G37220"
"2819","AT1G69410"
"2820","AT1G59990"
"2821","AT1G67800"
"2822","AT3G45040"
"2823","AT4G01130"
"2824","AT3G55430"
"2825","AT1G33110"
"2826","AT1G55670"
"2827","AT3G55420"
"2828","AT2G21550"
"2829","AT4G13577"
"2830","AT3G49680"
"2831","AT4G04293"
"2832","AT5G47910"
"2833","AT3G61080"
"2834","AT4G24670"
"2835","AT1G04107"
"2836","AT4G30800"
"2837","AT4G08870"
"2838","AT5G54500"
"2839","AT4G25890"
"2840","AT3G19480"
"2841","AT1G64150"
"2842","AT5G06790"
"2843","AT4G36040"
"2844","AT5G05305"
"2845","AT4G25630"
"2846","AT1G30250"
"2847","AT1G77120"
"2848","AT4G30490"
"2849","AT1G03310"
"2850","AT4G35500"
"2851","AT4G38740"
"2852","AT1G55960"
"2853","AT1G35210"
"2854","AT5G06750"
"2855","AT2G32560"
"2856","AT2G17290"
"2857","AT2G46710"
"2858","AT2G04805"
"2859","AT1G52855"
"2860","AT5G15860"
"2861","AT1G16370"
"2862","AT1G07630"
"2863","AT3G14460"
"2864","AT3G00720"
"2865","AT1G22330"
"2866","AT4G29400"
"2867","AT1G56250"
"2868","AT3G55500"
"2869","AT4G25050"
"2870","AT1G47580"
"2871","AT3G02120"
"2872","AT3G55900"
"2873","AT1G79700"
"2874","AT3G03840"
"2875","AT3G16900"
"2876","AT1G07720"
"2877","AT3G53750"
"2878","AT2G29490"
"2879","AT1G76760"
"2880","AT1G22380"
"2881","AT1G18170"
"2882","AT1G67370"
"2883","AT1G18620"
"2884","AT1G74290"
"2885","AT3G22150"
"2886","AT3G27850"
"2887","AT4G37800"
"2888","AT5G06760"
"2889","AT2G40475"
"2890","AT4G13560"
"2891","AT2G23290"
"2892","AT4G13395"
"2893","AT5G15537"
"2894","AT1G32780"
"2895","AT5G14090"
"2896","AT4G14620"
"2897","ArthCp014"
"2898","AT1G06160"
"2899","AT1G75830"
"2900","AT1G09750"
"2901","AT3G14050"
"2902","AT2G45920"
"2903","AT5G08610"
"2904","AT1G19180"
"2905","AT5G57685"
"2906","AT3G46900"
"2907","AT3G44400"
"2908","AT1G72430"
"2909","AT3G13090"
"2910","AT3G03105"
"2911","AT4G27860"
"2912","AT5G28020"
"2913","AT1G23640"
"2914","AT2G42110"
"2915","AT2G35130"
"2916","AT1G11530"
"2917","AT4G39330"
"2918","AT2G02500"
"2919","AT5G27920"
"2920","AT2G25260"
"2921","AT2G22560"
"2922","AT2G35880"
"2923","AT1G32690"
"2924","AT2G34080"
"2925","AT2G02580"
"2926","AT5G41160"
"2927","AT1G68870"
"2928","AT2G32530"
"2929","AT3G04640"
"2930","AT2G30432"
"2931","AT1G56430"
"2932","AT2G32280"
"2933","AT2G39420"
"2934","AT4G01985"
"2935","AT5G53820"
"2936","AT1G27460"
"2937","AT4G30400"
"2938","AT5G66190"
"2939","AT1G66170"
"2940","AT2G40790"
"2941","AT3G13000"
"2942","AT4G37640"
"2943","AT5G00585"
"2944","AT1G14860"
"2945","AT5G24960"
"2946","AT1G79500"
"2947","AT5G48560"
"2948","AT1G29240"
"2949","AT5G22390"
"2950","AT5G15160"
"2951","AT2G31040"
"2952","AT1G49650"
"2953","AT2G29090"
"2954","AT3G48500"
"2955","AT1G51100"
"2956","AT5G43870"
"2957","AT1G08930"
"2958","AT2G42380"
"2959","AT5G05320"
"2960","AT3G58100"
"2961","AT3G24430"
"2962","AT3G15850"
"2963","AT4G10310"
"2964","AT3G12110"
"2965","AT4G20130"
"2966","AT2G16870"
"2967","AT1G07400"
"2968","AT3G59780"
"2969","AT2G31890"
"2970","AT2G05310"
"2971","AT4G04845"
"2972","AT4G22770"
"2973","AT4G35090"
"2974","AT5G08600"
"2975","AT3G59660"
"2976","AT4G17030"
"2977","AT2G27380"
"2978","AT2G34140"
"2979","AT2G39140"
"2980","AT5G17170"
"2981","AT2G14290"
"2982","AT1G73325"
"2983","AT1G66140"
"2984","AT3G29280"
"2985","AT4G24780"
"2986","AT1G33055"
"2987","AT1G63580"
"2988","AT5G01240"
"2989","AT2G37180"
"2990","AT3G51290"
"2991","AT2G19720"
"2992","AT2G16430"
"2993","AT2G41330"
"2994","AT1G14200"
"2995","AT5G02865"
"2996","AT1G23100"
"2997","AT1G03680"
"2998","AT4G33985"
"2999","AT5G10250"
"3000","AT4G04620"
"3001","AT1G59870"
"3002","AT4G10300"
"3003","AT3G08600"
"3004","AT2G43360"
"3005","AT4G18280"
"3006","AT5G05110"
"3007","AT4G01480"
"3008","AT5G28500"
"3009","AT3G06070"
"3010","AT2G36590"
"3011","AT5G46580"
"3012","AT5G45950"
"3013","AT5G11480"
"3014","AT3G03341"
"3015","AT3G25670"
"3016","AT4G39710"
"3017","AT1G56510"
"3018","AT3G50700"
"3019","AT4G08830"
"3020","AT4G16680"
"3021","AT5G64850"
"3022","AT2G01190"
"3023","AT3G45930"
"3024","AT5G45800"
"3025","AT3G09050"
"3026","AT5G03760"
"3027","AT3G57330"
"3028","AT5G37660"
"3029","AT4G03960"
"3030","AT1G68190"
"3031","AT2G32880"
"3032","AT2G19130"
"3033","AT2G41835"
"3034","AT2G18230"
"3035","AT3G49160"
"3036","AT4G16447"
"3037","AT5G00470"
"3038","AT3G17130"
"3039","AT5G40720"
"3040","AT5G35360"
"3041","AT4G05050"
"3042","AT5G10620"
"3043","AT3G25990"
"3044","AT5G66070"
"3045","AT3G20470"
"3046","AT2G22510"
"3047","AT3G60580"
"3048","AT1G11850"
"3049","AT3G56710"
"3050","AT4G15430"
"3051","AT3G16030"
"3052","AT5G49100"
"3053","AT3G06365"
"3054","AT3G04200"
"3055","AT2G45580"
"3056","AT1G70250"
"3057","AT5G67480"
"3058","AT1G52857"
"3059","AT1G55210"
"3060","AT3G11570"
"3061","AT5G39790"
"3062","AT1G76590"
"3063","AT3G48730"
"3064","AT1G68220"
"3065","AT5G38344"
"3066","AT5G11550"
"3067","AT1G05710"
"3068","AT3G15340"
"3069","AT1G05043"
"3070","AT1G23110"
"3071","AT5G51670"
"3072","AT5G44010"
"3073","AT1G68010"
"3074","AT3G48580"
"3075","AT3G56910"
"3076","AT3G14110"
"3077","AT1G73655"
"3078","AT5G58900"
"3079","AT1G78310"
"3080","AT3G09590"
"3081","AT3G50060"
"3082","AT5G50720"
"3083","AT5G66910"
"3084","AT5G51790"
"3085","AT1G54217"
"3086","AT5G66210"
"3087","AT5G54960"
"3088","AT1G75090"
"3089","AT1G54570"
"3090","AT2G31010"
"3091","AT1G47560"
"3092","AT5G58730"
"3093","AT5G18570"
"3094","AT2G15080"
"3095","AT3G27360"
"3096","AT4G33565"
"3097","AT1G67970"
"3098","AT1G80760"
"3099","AT1G16530"
"3100","AT5G47640"
"3101","AT2G37110"
"3102","AT1G80640"
"3103","AT1G74730"
"3104","AT1G10640"
"3105","AT5G06290"
"3106","AT2G40350"
"3107","AT3G13130"
"3108","AT4G38660"
"3109","AT2G43340"
"3110","AT3G56200"
"3111","AT1G52245"
"3112","AT5G03995"
"3113","AT1G30740"
"3114","AT2G39800"
"3115","AT5G08380"
"3116","AT3G48610"
"3117","AT4G37080"
"3118","AT1G47520"
"3119","AT2G01590"
"3120","AT2G47550"
"3121","AT4G24510"
"3122","AT3G02875"
"3123","AT3G10080"
"3124","AT1G72416"
"3125","AT4G31850"
"3126","AT1G63180"
"3127","AT5G20740"
"3128","AT1G05065"
"3129","AT3G13500"
"3130","AT4G22290"
"3131","AT2G45400"
"3132","AT1G12630"
"3133","AT4G34860"
"3134","AT1G60800"
"3135","AT1G08920"
"3136","AT5G40630"
"3137","AT5G11650"
"3138","AT2G21710"
"3139","AT5G23120"
"3140","AT3G00800"
"3141","AT2G35940"
"3142","AT1G18650"
"3143","AT3G28200"
"3144","AT5G10740"
"3145","AT3G13330"
"3146","AT2G36230"
"3147","AT1G52827"
"3148","AT5G23860"
"3149","AT3G45430"
"3150","AT1G27770"
"3151","AT5G67150"
"3152","AT3G22260"
"3153","AT2G33590"
"3154","AT5G26731"
"3155","AT4G29900"
"3156","AT4G15510"
"3157","AT3G28740"
"3158","AT2G28890"
"3159","AT4G19520"
"3160","AT3G47860"
"3161","AT3G16660"
"3162","AT2G33120"
"3163","AT2G30010"
"3164","AT1G21000"
"3165","AT1G18990"
"3166","AT2G17760"
"3167","AT4G27652"
"3168","AT3G08740"
"3169","AT3G04000"
"3170","AT2G30930"
"3171","AT3G03310"
"3172","AT4G24175"
"3173","AT1G78110"
"3174","AT1G30640"
"3175","AT5G59010"
"3176","AT2G28470"
"3177","AT4G21445"
"3178","AT1G15410"
"3179","AT3G23635"
"3180","AT5G65200"
"3181","AT3G58850"
"3182","AT1G62510"
"3183","AT3G62530"
"3184","AT2G39850"
"3185","AT2G29630"
"3186","AT4G30690"
"3187","AT5G14660"
"3188","AT4G28360"
"3189","AT2G06065"
"3190","AT3G26910"
"3191","AT1G79520"
"3192","AT3G28945"
"3193","AT5G43890"
"3194","AT4G11840"
"3195","AT2G15490"
"3196","AT1G02610"
"3197","AT3G48240"
"3198","AT5G01810"
"3199","AT4G18050"
"3200","AT3G63110"
"3201","AT5G37490"
"3202","AT3G14590"
"3203","AT3G48740"
"3204","AT2G17120"
"3205","AT3G45660"
"3206","AT1G11700"
"3207","AT1G18400"
"3208","AT1G17620"
"3209","AT5G46570"
"3210","AT5G52450"
"3211","AT1G44800"
"3212","AT1G68400"
"3213","AT5G18670"
"3214","AT2G39560"
"3215","AT4G27280"
"3216","AT4G31060"
"3217","AT3G15630"
"3218","AT2G30540"
"3219","AT2G14230"
"3220","AT3G62390"
"3221","AT4G03150"
"3222","AT5G07030"
"3223","AT4G32570"
"3224","AT4G23200"
"3225","AT5G06720"
"3226","AT3G09350"
"3227","AT3G06160"
"3228","AT3G06730"
"3229","AT5G41730"
"3230","AT4G12970"
"3231","AT1G61460"
"3232","AT2G04400"
"3233","AT5G02580"
"3234","AT1G68200"
"3235","AT5G57630"
"3236","AT3G28460"
"3237","AT3G07010"
"3238","AT5G40150"
"3239","ArthCp013"
"3240","AT3G59820"
"3241","AT4G33010"
"3242","AT1G72810"
"3243","AT5G07830"
"3244","AT5G11420"
"3245","AT5G25920"
"3246","AT1G31130"
"3247","AT5G05840"
"3248","AT3G21300"
"3249","AT1G62780"
"3250","AT2G01970"
"3251","AT3G14990"
"3252","AT5G66470"
"3253","AT5G01180"
"3254","AT2G36380"
"3255","AT1G61340"
"3256","AT3G19615"
"3257","AT3G24450"
"3258","AT4G25470"
"3259","AT2G23030"
"3260","AT5G13140"
"3261","AT4G39040"
"3262","AT3G47430"
"3263","AT5G39130"
"3264","AT1G26930"
"3265","AT4G04810"
"3266","AT2G40520"
"3267","AT5G28540"
"3268","AT2G28120"
"3269","AT1G57990"
"3270","AT1G21110"
"3271","AT1G31580"
"3272","AT5G27390"
"3273","AT5G57785"
"3274","AT4G16957"
"3275","AT2G39670"
"3276","AT4G34770"
"3277","AT4G03280"
"3278","AT2G28200"
"3279","AT2G37430"
"3280","AT1G26730"
"3281","AT2G29180"
"3282","AT2G40970"
"3283","AT5G66800"
"3284","AT2G24550"
"3285","AT1G55810"
"3286","AT5G57340"
"3287","AT1G13970"
"3288","AT2G21320"
"3289","AT3G23730"
"3290","AT5G17520"
"3291","AT3G18960"
"3292","AT5G52100"
"3293","AT3G29781"
"3294","AT5G44050"
"3295","AT2G18290"
"3296","AT3G54210"
"3297","AT1G08857"
"3298","AT2G42270"
"3299","AT3G14700"
"3300","AT1G78180"
"3301","AT5G04250"
"3302","AT3G16690"
"3303","AT3G62780"
"3304","AT2G38400"
"3305","AT1G67260"
"3306","AT1G14290"
"3307","AT4G30170"
"3308","AT1G04620"
"3309","AT1G65590"
"3310","AT4G14550"
"3311","AT5G23020"
"3312","AT1G19540"
"3313","AT5G49740"
"3314","AT4G39950"
"3315","AT4G18270"
"3316","AT4G19100"
"3317","AT4G30845"
"3318","AT2G14750"
"3319","AT3G53810"
"3320","AT4G33220"
"3321","AT1G59930"
"3322","AT3G57630"
"3323","AT5G44785"
"3324","AT3G28860"
"3325","AT4G02220"
"3326","AT1G11185"
"3327","AT3G04960"
"3328","AT1G20650"
"3329","AT1G75350"
"3330","AT2G17650"
"3331","AT5G67520"
"3332","AT5G08000"
"3333","AT2G14520"
"3334","AT5G14450"
"3335","AT5G41140"
"3336","AT2G46420"
"3337","AT2G41220"
"3338","AT4G21534"
"3339","AT1G14030"
"3340","AT3G43430"
"3341","AT1G49130"
"3342","AT5G19550"
"3343","AT1G29920"
"3344","AT1G72000"
"3345","AT4G22305"
"3346","AT4G27830"
"3347","AT5G16400"
"3348","AT3G14900"
"3349","AT5G24150"
"3350","AT2G40140"
"3351","AT1G79460"
"3352","AT4G34220"
"3353","AT1G52400"
"3354","AT5G62865"
"3355","AT5G08410"
"3356","AT4G37300"
"3357","AT5G64460"
"3358","AT1G60690"
"3359","AT2G02220"
"3360","AT3G22370"
"3361","AT4G21930"
"3362","AT5G14930"
"3363","AT1G35350"
"3364","AT1G17970"
"3365","AT1G14840"
"3366","AT5G62210"
"3367","AT5G14160"
"3368","AT1G54410"
"3369","AT5G47740"
"3370","AT1G42970"
"3371","AT1G32060"
"3372","AT4G13575"
"3373","AT3G25660"
"3374","AT2G36440"
"3375","AT4G25900"
"3376","AT1G64400"
"3377","AT4G20820"
"3378","AT1G50900"
"3379","AT3G46440"
"3380","AT5G33290"
"3381","AT5G03720"
"3382","AT1G45616"
"3383","AT5G35170"
"3384","AT4G23940"
"3385","AT1G05207"
"3386","AT3G30720"
"3387","AT1G64970"
"3388","AT1G63860"
"3389","AT3G63510"
"3390","AT1G27720"
"3391","AT3G61880"
"3392","AT2G20890"
"3393","AT3G44970"
"3394","AT4G36910"
"3395","AT1G22530"
"3396","AT2G18300"
"3397","AT5G44570"
"3398","AT3G09860"
"3399","AT2G16280"
"3400","AT3G12145"
"3401","AT1G77580"
"3402","AT3G55840"
"3403","AT4G27595"
"3404","AT5G43840"
"3405","AT1G67910"
"3406","AT4G16110"
"3407","AT5G03550"
"3408","AT4G04340"
"3409","AT1G80610"
"3410","AT1G11310"
"3411","AT1G33390"
"3412","AT4G24150"
"3413","AT5G25140"
"3414","AT5G51640"
"3415","AT1G35730"
"3416","AT4G19170"
"3417","AT1G07985"
"3418","AT3G22640"
"3419","AT3G14450"
"3420","AT3G57160"
"3421","AT3G28040"
"3422","AT4G27410"
"3423","AT1G09537"
"3424","AT3G19720"
"3425","AT5G54080"
"3426","AT3G30460"
"3427","AT4G02630"
"3428","AT1G10060"
"3429","AT3G16570"
"3430","AT1G62500"
"3431","AT3G60220"
"3432","AT2G33570"
"3433","AT4G39260"
"3434","AT1G77060"
"3435","AT3G27330"
"3436","AT3G42658"
"3437","AT1G57570"
"3438","AT5G23730"
"3439","AT2G20670"
"3440","AT1G32172"
"3441","AT3G48090"
"3442","AT5G18490"
"3443","AT2G37390"
"3444","AT1G18740"
"3445","AT5G47550"
"3446","AT1G16390"
"3447","AT5G39980"
"3448","AT1G22885"
"3449","AT1G76965"
"3450","AT1G46480"
"3451","AT2G31170"
"3452","AT5G44590"
"3453","AT3G45960"
"3454","AT3G05140"
"3455","AT3G06980"
"3456","AT4G16750"
"3457","AT1G65295"
"3458","AT2G39330"
"3459","AT4G22570"
"3460","AT1G42990"
"3461","AT4G30610"
"3462","AT4G31590"
"3463","AT1G29930"
"3464","AT5G65750"
"3465","AT5G27360"
"3466","AT1G79770"
"3467","AT1G05773"
"3468","AT3G18950"
"3469","AT3G57880"
"3470","AT2G30020"
"3471","AT5G02230"
"3472","AT5G54380"
"3473","AT1G18485"
"3474","AT4G32800"
"3475","AT1G21050"
"3476","AT1G16500"
"3477","AT1G30515"
"3478","AT2G32510"
"3479","AT2G19170"
"3480","AT5G64450"
"3481","AT5G53590"
"3482","AT1G72070"
"3483","AT2G01300"
"3484","AT5G43700"
"3485","AT2G34925"
"3486","AT2G41780"
"3487","AT1G33790"
"3488","AT3G15110"
"3489","AT5G47455"
"3490","AT1G23510"
"3491","AT3G28080"
"3492","AT2G17730"
"3493","AT5G05960"
"3494","AT5G65210"
"3495","AT2G40370"
"3496","AT2G16740"
"3497","AT2G40085"
"3498","AT4G30670"
"3499","AT5G09240"
"3500","AT1G17850"
"3501","AT3G01480"
"3502","AT4G21730"
"3503","AT2G37460"
"3504","AT3G50800"
"3505","AT3G63170"
"3506","AT5G02170"
"3507","AT1G72790"
"3508","AT4G31355"
"3509","AT3G44830"
"3510","AT4G34090"
"3511","AT5G14120"
"3512","AT5G64310"
"3513","AT5G44240"
"3514","AT4G23490"
"3515","AT3G23170"
"3516","AT5G01530"
"3517","AT3G18830"
"3518","AT1G76390"
"3519","AT1G21750"
"3520","AT4G07385"
"3521","AT5G26230"
"3522","AT5G63930"
"3523","AT4G39270"
"3524","AT5G00560"
"3525","AT1G51500"
"3526","AT1G47480"
"3527","AT2G03310"
"3528","AT3G51000"
"3529","AT2G37790"
"3530","AT5G64580"
"3531","AT5G10160"
"3532","AT5G63140"
"3533","AT3G13900"
"3534","AT1G24577"
"3535","AT1G62370"
"3536","AT1G15180"
"3537","AT3G20680"
"3538","AT5G54970"
"3539","AT4G34230"
"3540","AT4G16820"
"3541","AT2G38460"
"3542","AT5G59990"
"3543","AT3G10420"
"3544","AT5G62570"
"3545","AT3G13437"
"3546","AT3G06770"
"3547","AT4G23020"
"3548","AT1G47670"
"3549","AT3G23700"
"3550","AT3G22550"
"3551","AT1G56150"
"3552","AT1G75780"
"3553","AT3G06300"
"3554","AT5G04200"
"3555","AT1G17190"
"3556","AT1G32220"
"3557","AT1G27020"
"3558","AT5G44920"
"3559","AT5G54000"
"3560","AT3G10985"
"3561","AT1G01070"
"3562","AT4G21580"
"3563","AT1G29160"
"3564","AT5G53486"
"3565","AT1G65520"
"3566","AT1G34640"
"3567","AT1G74770"
"3568","AT5G22340"
"3569","AT1G10586"
"3570","AT2G02740"
"3571","AT1G05135"
"3572","AT1G12860"
"3573","AT2G38760"
"3574","AT5G37790"
"3575","AT3G16510"
"3576","AT5G58250"
"3577","AT3G05410"
"3578","AT5G55930"
"3579","AT5G50820"
"3580","AT5G54600"
"3581","AT3G47040"
