"","x"
"4748","AT1G22340"
"4749","AT5G09995"
"4750","AT2G27180"
"4751","AT3G05020"
"4752","AT3G44160"
"4753","AT1G53310"
"4754","AT2G25940"
"4755","AT2G26500"
"4756","AT2G25770"
"4757","AT1G29050"
"4758","AT3G13275"
"4759","AT1G31850"
"4760","AT1G42560"
"4761","AT1G06180"
"4762","AT1G76150"
"4763","AT4G04920"
"4764","AT3G06430"
"4765","AT4G21750"
"4766","AT2G18480"
"4767","AT4G21650"
"4768","AT5G39950"
"4769","AT5G42146"
"4770","AT2G29680"
"4771","AT1G25275"
"4772","AT3G20930"
"4773","AT2G24692"
"4774","AT5G15190"
"4775","AT4G09875"
"4776","AT1G71460"
"4777","AT4G30710"
"4778","AT2G45340"
"4779","AT1G68540"
"4780","AT3G12965"
"4781","AT3G58380"
"4782","AT1G21140"
"4783","AT3G61210"
"4784","AT1G19640"
"4785","AT5G24140"
"4786","AT1G58520"
"4787","AT5G64570"
"4788","AT2G39570"
"4789","AT5G49525"
"4790","AT2G29400"
"4791","AT3G09162"
"4792","AT3G20610"
"4793","AT3G52920"
"4794","AT1G67050"
"4795","AT2G26820"
"4796","AT4G01140"
"4797","AT4G01670"
"4798","AT5G03825"
"4799","AT4G38470"
"4800","AT5G65700"
"4801","AT3G04790"
"4802","AT3G50810"
"4803","AT2G32120"
"4804","AT3G17000"
"4805","AT2G25840"
"4806","AT3G05400"
"4807","AT3G50340"
"4808","AT2G36800"
"4809","AT1G67040"
"4810","AT1G64110"
"4811","AT1G66040"
"4812","AT3G45638"
"4813","AT1G75125"
"4814","AT5G60400"
"4815","AT4G01335"
"4816","AT1G28310"
"4817","AT3G06810"
"4818","AT2G06002"
"4819","AT2G39870"
"4820","AT3G15540"
"4821","AT5G49330"
"4822","AT4G04800"
"4823","AT2G01890"
"4824","AT1G77890"
"4825","AT1G12710"
"4826","AT1G60420"
"4827","AT1G17060"
"4828","AT3G47950"
"4829","AT2G00640"
"4830","AT2G24120"
"4831","AT1G22070"
"4832","DA397_mgp37"
"4833","AT1G60270"
"4834","AT1G72330"
"4835","AT1G07780"
"4836","AT1G09287"
"4837","AT3G00940"
"4838","AT1G09795"
"4839","AT3G52710"
"4840","AT1G27110"
"4841","DA397_mgr02"
"4842","AT3G16450"
"4843","AT1G04540"
"4844","AT1G29650"
"4845","AT2G17520"
"4846","AT3G27050"
"4847","AT2G22930"
"4848","AT1G15250"
"4849","AT4G02290"
"4850","AT2G45930"
"4851","AT1G75450"
"4852","AT1G78190"
"4853","AT5G35630"
"4854","AT1G78915"
"4855","AT2G22330"
"4856","AT1G32910"
"4857","AT1G63310"
"4858","AT2G29660"
"4859","AT2G39930"
"4860","AT1G52570"
"4861","AT1G22190"
"4862","AT1G01046"
"4863","AT1G75680"
"4864","AT4G10380"
"4865","AT1G24130"
"4866","AT5G63420"
"4867","AT5G23850"
"4868","AT1G11820"
"4869","AT3G59080"
"4870","AT5G16370"
"4871","AT2G20010"
"4872","AT3G19150"
"4873","AT5G07780"
"4874","AT4G22710"
"4875","AT3G05490"
"4876","AT1G03457"
"4877","AT1G15150"
"4878","AT5G45500"
"4879","AT2G23120"
"4880","AT3G05936"
"4881","AT4G04890"
"4882","AT2G31110"
"4883","AT3G25240"
"4884","AT2G39220"
"4885","AT3G25950"
"4886","AT1G57980"
"4887","AT3G63050"
"4888","AT3G24500"
"4889","AT1G51440"
"4890","AT1G52770"
"4891","AT2G25060"
"4892","AT4G07995"
"4893","AT3G55370"
"4894","AT4G02990"
"4895","AT5G51010"
"4896","AT3G51920"
"4897","AT2G37130"
"4898","AT5G56630"
"4899","AT2G42300"
"4900","AT4G01920"
"4901","AT5G11970"
"4902","AT2G16630"
"4903","AT1G55380"
"4904","AT4G19925"
"4905","AT4G39235"
"4906","AT1G74520"
"4907","AT4G02075"
"4908","AT4G02940"
"4909","AT5G63530"
"4910","AT2G35260"
"4911","AT4G26910"
"4912","AT2G35150"
"4913","AT1G36675"
"4914","AT1G65250"
"4915","AT4G12390"
"4916","AT4G22960"
"4917","AT3G48200"
"4918","AT3G18970"
"4919","AT4G21610"
"4920","AT1G47900"
"4921","AT5G21900"
"4922","AT1G61500"
"4923","AT4G30250"
"4924","AT1G09570"
"4925","AT1G67940"
"4926","AT3G53890"
"4927","AT4G09350"
"4928","AT1G62380"
"4929","AT5G12140"
"4930","AT2G22900"
"4931","AT5G48550"
"4932","AT1G31935"
"4933","AT5G56840"
"4934","AT2G17070"
"4935","AT1G22480"
"4936","AT1G65010"
"4937","AT3G61920"
"4938","AT5G58360"
"4939","AT5G24300"
"4940","AT1G23090"
"4941","AT1G53163"
"4942","AT4G30700"
"4943","AT2G42580"
"4944","AT1G16515"
"4945","AT4G14960"
"4946","AT2G40110"
"4947","AT5G48300"
"4948","AT2G29750"
"4949","AT3G44750"
"4950","AT2G04700"
"4951","AT2G29250"
"4952","AT3G27025"
"4953","AT2G41290"
"4954","AT3G29030"
"4955","AT3G05970"
"4956","AT1G16780"
"4957","AT3G24927"
"4958","AT1G68890"
"4959","AT4G21970"
"4960","AT3G20600"
"4961","AT3G60130"
"4962","AT5G53030"
"4963","AT5G03890"
"4964","AT1G65040"
"4965","AT5G67280"
"4966","AT2G31725"
"4967","AT4G00530"
"4968","AT4G09895"
"4969","AT2G22942"
"4970","AT1G68520"
"4971","AT5G41060"
"4972","AT2G03440"
"4973","AT3G13175"
"4974","AT1G64740"
"4975","AT1G75500"
"4976","AT5G13150"
"4977","DA397_mgp40"
"4978","AT1G30280"
"4979","AT3G12685"
"4980","AT4G37710"
"4981","AT3G27060"
"4982","AT1G31840"
"4983","AT1G78020"
"4984","AT1G10930"
"4985","AT1G48260"
"4986","AT2G00450"
"4987","AT2G17705"
"4988","AT1G18830"
"4989","AT3G26980"
"4990","AT5G51560"
"4991","AT4G03540"
"4992","AT4G15140"
"4993","AT4G27220"
"4994","AT3G60530"
"4995","AT3G57800"
"4996","AT1G75960"
"4997","AT3G16360"
"4998","AT4G03610"
"4999","AT4G21990"
"5000","ArthCp009"
